identifiers[0].value,identifiers[1].value,"inputs[""Base""].components[0].identifiers[0].value","inputs[""Base""].components[0].amount.moles.value","inputs[""aryl halide""].components[0].identifiers[0].value","inputs[""aryl halide""].components[0].amount.moles.value","inputs[""amine""].components[0].identifiers[0].value","inputs[""amine""].components[0].amount.moles.value","inputs[""metal and ligand""].components[0].identifiers[0].value","inputs[""metal and ligand""].components[0].amount.moles.value","inputs[""metal and ligand""].components[1].identifiers[0].type","inputs[""metal and ligand""].components[1].identifiers[0].value","inputs[""metal and ligand""].components[1].amount.moles.value","inputs[""metal and ligand""].components[1].amount.moles.units","inputs[""metal and ligand""].components[1].reaction_role",conditions.temperature.setpoint.value,notes.procedure_details,outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,provenance.experiment_start.value,reaction_id,"inputs[""Solvent""].components[0].identifiers[0].type","inputs[""Solvent""].components[0].identifiers[0].value","inputs[""Solvent""].components[0].amount.volume.value","inputs[""Solvent""].components[0].amount.volume.units","inputs[""Solvent""].components[0].reaction_role","inputs[""Solvent""].components[0].is_limiting","inputs[""metal and ligand""].components[0].is_limiting","inputs[""metal and ligand""].components[1].is_limiting","inputs[""Base""].components[0].is_limiting"
13,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0004250000056345016,CC(=O)N1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CN=CC=C3,0.00014200000441633165,CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC,0.00016999999934341758,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,1.4199999895936344e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],1.4199999895936344e-05,MOLE,CATALYST,100.0,"1-(8-chloro-2-(pyridin-3-yl)-2,3-dihydropyrido[3,2-f][1,4]oxazepin-4(5H)-yl)ethanone (0.043 g, 0.14 mmol), Palladium(II) acetate (3.18 mg, 0.01 mmol), 2-(Dicyclohexylphosphino)biphenyl (4.96 mg, 0.01 mmol) and Cesium carbonate (0.138 g, 0.42 mmol) were placed in a microwave vial and flushed with argon. DME (2 mL) was added and the reaction mixture was run in the microwave at 100°C for 60 minutes. No product according to LCMS. Added 0.1 eq of Palladium(II) acetate (3.18 mg, 0.01 mmol) and 0.1 eq of 2-(Dicyclohexylphosphino)biphenyl (4.96 mg, 0.01 mmol) and flushed with argon. Run in the microwave at 100°C for 30 minutes and the reaction was complete. The reaction mixture was filtrated through celite and concentrated. The crude product was purified by prep-HPLC. The solvent was evaporated and partitioned between sat. NaHCO3 and dichloromethane. The organic layer was separated, dried (MgSO4) and concentrated giving 0.0234 g (35%) of the product.  ",CC1=CN(C=N1)C2=C(C=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=CN=CC=C5)C(=O)C)C=C3)OC,35.130001068115234,06/09/2009,ord-8ce809cf74f44b02a581dcd94f0c1ae0,SMILES,COCCOC,0.0020000000949949026,LITER,SOLVENT,False,False,False,False
14,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0007070000283420086,CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CN=CC=C3,0.00023600000713486224,CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC,0.0002589999930933118,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,2.3599999622092582e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],2.3599999622092582e-05,MOLE,CATALYST,100.0,"[Reactants], Palladium(II) acetate (5.29 mg, 0.02 mmol), 2-(Dicyclohexylphosphino)biphenyl (8.26 mg, 0.02 mmol) and Cesium carbonate (0.230 g, 0.71 mmol) were placed in a microwave vial and flushed with argon. DME (2 mL) was added and the reaction mixture was run in the microwave at 100°C for 60 minutes. Reaction not complete. Added 0.1 eq of Palladium(II) acetate (5.29 mg, 0.02 mmol) and 0.1 eq of 2-(Dicyclohexylphosphino)biphenyl (8.26 mg, 0.02 mmol) and flushed with argon. Run in the microwave at 100°C for 60 minutes and the reaction was complete. The reaction mixture was filtrated through celite and concentrated. The crude product was purified by prep-HPLC. The solvent was evaporated and partitioned between sat. NaHCO3 and dichloromethane. The organic layer was separated, dried (MgSO4) and concentrated giving 0.029 g (28%) of the product.  ",CC1=CN(C=N1)C2=C(C=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=CN=CC=C5)C)C=C3)OC,27.799999237060547,06/09/2009,ord-373fd601db1247b0b18c34bca387c3a4,SMILES,COCCOC,0.0020000000949949026,LITER,SOLVENT,False,False,False,False
17,0.0 [Unassigned] Unrecognized,C(=O)([O-])[O-].[Cs+].[Cs+],7.999999797903001e-05,C1=CN=C(C=C1F)Cl,0.0010000000474974513,CC(C)(C)OC(=O)N,0.0010499999625608325,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,7.999999797903001e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],3.9999998989515007e-05,MOLE,CATALYST,90.0,"2-chloro-4-fluoropyridine (132 mg, 1 mmol), tert-butyl carbamate (123 mg, 1.05 mmol), CESIUM CARBONATE (652 mg, 2.00 mmol) ,TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM (36.6 mg, 0.04 mmol) and 9,9-DIMETHYL-4,5-BIS(DIPHENYLPHOSPHINO)XANTHENE (46.3 mg, 0.08 mmol) were suspended in 1,4-dioxane (2.5 ml) ,degased with argon and heated to 90 °C for 4 hours.  After cooling the reaction was quenched with water and extracted with ethyl acetate ( x 2 ). The combined organic phases were washed with water , a saturated aqueous solution of brine , dried over magnesium sulfate , concentrated then purified by preparative HPLC using a Waters X-Bridge reverse-phase column (C-18, 5 microns silica, 19 mm diameter, 100 mm length, flow rate of 40 ml / minute) and decreasingly polar mixtures of water (containing 0.2% ammonium carbonate) and acetonitrile as eluent.  The fractions containing the desired compound were evaporated to dryness to afford tert-butyl 4-fluoropyridin-2-ylcarbamate (41.3 mg, 19.46 %).  ",CC(C)(C)OC(=O)NC1=NC=CC(=C1)F,19.459999084472656,07/10/2008,ord-79caf81165b848e5b1765189056bb075,SMILES,C1COCCO1,0.0024999999441206455,LITER,SOLVENT,False,False,False,False
18,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C1CCC2=NCCCN2CC1,0.001509999972768128,C1=CC2=NC=C(N2C=C1)C3=NC(=NC=C3Cl)Cl,0.01510000042617321,COC1=C(C=CC(=C1)C=O)N,0.037700001150369644,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.001509999972768128,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.0003769999893847853,MOLE,CATALYST,120.0,"3-(2,5-dichloropyrimidin-4-yl)imidazo[1,2-a]pyridine (4 g, 15.09 mmol), 4-amino-3-methoxybenzaldehyde (2.281 g, 15.09 mmol), 9,9-DIMETHYL-4,5-BIS(DIPHENYLPHOSPHINO)XANTHENE (0.873 g, 1.51 mmol), TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM (0.345 g, 0.38 mmol) and 1,8-DIAZABICYCLO [5.4.0] UNDEC-7-ENE (5.64 ml, 37.72 mmol) were dissolved in Dioxane (120 ml) then degazed and purged with argon. The reaction was heated to reflux (bath 120°C) for 2H30.  Reaction mixture was filtered through a filter cup and concentrated. FR01132-77-01 w=14.65 g  The crude product was purified by flash chromatography (NOVASEP) on silica gel ( 15-40µm ) eluting with  0 to 5% methanol in dichloromethane. The solvent was evaporated to dryness to afford 4-(5-chloro-4-(imidazo[1,2-a]pyridin-3-yl)pyrimidin-2-ylamino)-3-methoxybenzaldehyde (34.9 %) as a clear yellow solid.  PBO-01132-77-02 w=2 g  ",COC1=C(C=CC(=C1)C=O)NC2=NC=C(C(=N2)C3=CN=C4N3C=CC=C4)Cl,34.900001525878906,06/02/2008,ord-4695ad3979554c448a445867cc030440,SMILES,C1COCCO1,0.11999999731779099,LITER,SOLVENT,False,False,False,False
19,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CCC(C)(C)[O-].[Na+],0.0007210000185295939,C1COCCN1CC2=CC(=C(C=C2)Br)F,0.0003969999961555004,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,0.00036100001307204366,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.00016199999663513154,SMILES,[Pd],0.00010800000018207356,MOLE,CATALYST,110.0,"The aim of the reaction is test/optimization:  5-fluoro-4-(2-methyl-1-(tetrahydro-2H-pyran-4-yl)-1H-imidazol-5-yl)pyrimidin-2-amine (100 mg, 0.36 mmol), 4-(4-bromo-3-fluorobenzyl)morpholine (109 mg, 0.40 mmol), Palladium, 10% On Charcoal (115 mg, 0.11 mmol), racemic-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl (101 mg, 0.16 mmol) and Sodium tert-pentoxide (79 mg, 0.72 mmol) were dissolved in toluene (1.5 mL) and heated to 110 °C under argon.  The reaction was monitorred by HPLC. After 16 h 81 % conversion was achieved. The reaction was stopped and the mixture was discarded.  ",CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,81.0,09/28/2009,ord-56220a6924fb4d7e8ff752a004488872,SMILES,CC1=CC=CC=C1,0.001500000013038516,LITER,SOLVENT,False,False,False,False
20,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CCC(C)(C)[O-].[Na+],0.0007210000185295939,C1COCCN1CC2=CC(=C(C=C2)Br)F,0.0003969999961555004,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,0.00036100001307204366,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,0.00016199999663513154,SMILES,[Pd],0.00010800000018207356,MOLE,CATALYST,110.0,"The aim of the reaction is test/optimization:  5-fluoro-4-(2-methyl-1-(tetrahydro-2H-pyran-4-yl)-1H-imidazol-5-yl)pyrimidin-2-amine (100 mg, 0.36 mmol), 4-(4-bromo-3-fluorobenzyl)morpholine (109 mg, 0.40 mmol), Palladium, 10% On Charcoal (115 mg, 0.11 mmol), Tri-o-tolylphosphine (49.4 mg, 0.16 mmol) and Sodium tert-pentoxide (79 mg, 0.72 mmol) were dissolved in toluene (1.5 mL) and heated to 110 °C under argon.  The reaction was monitorred by HPLC. After 16 h 88 % conversion was achieved. The reaction was stopped and the mixture was discarded.  ",CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,88.0,09/28/2009,ord-b9ea1ddb99074c47af3b567d6c34306c,SMILES,CC1=CC=CC=C1,0.001500000013038516,LITER,SOLVENT,False,False,False,False
21,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CCC(C)(C)[O-].[Na+],0.0007210000185295939,C1COCCN1CC2=CC(=C(C=C2)Br)F,0.0003969999961555004,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,0.00036100001307204366,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,0.00016199999663513154,SMILES,[Pd],0.00010800000018207356,MOLE,CATALYST,110.0,"The aim of the reaction is test/optimization:  5-fluoro-4-(2-methyl-1-(tetrahydro-2H-pyran-4-yl)-1H-imidazol-5-yl)pyrimidin-2-amine (100 mg, 0.36 mmol), 4-(4-bromo-3-fluorobenzyl)morpholine (109 mg, 0.40 mmol), Palladium, 10% On Charcoal (115 mg, 0.11 mmol), Triphenylphosphine (0.038 mL, 0.16 mmol) and Sodium tert-pentoxide (79 mg, 0.72 mmol) were dissolved in toluene (1.5 mL) and heated to 110 °C under argon.  The reaction was monitorred by HPLC. After 16 h 73 % conversion was achieved. The reaction was stopped and the mixture was discarded.  ",CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,73.0,09/28/2009,ord-572b233d6c664fada44bd8d3bb48fc2f,SMILES,CC1=CC=CC=C1,0.001500000013038516,LITER,SOLVENT,False,False,False,False
22,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CCC(C)(C)[O-].[Na+],0.0007210000185295939,C1COCCN1CC2=CC(=C(C=C2)Br)F,0.0003969999961555004,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,0.00036100001307204366,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],0.00016199999663513154,SMILES,[Pd],0.00016199999663513154,MOLE,CATALYST,110.0,"The aim of the reaction is test/optimization:  5-fluoro-4-(2-methyl-1-(tetrahydro-2H-pyran-4-yl)-1H-imidazol-5-yl)pyrimidin-2-amine (100 mg, 0.36 mmol), 4-(4-bromo-3-fluorobenzyl)morpholine (109 mg, 0.40 mmol), Palladium, 10% On Charcoal (115 mg, 0.11 mmol), (R)-(-)-1-[(S)-2-(Dicyclohexylphosphino)ferrocenyl]ethyldi-t-butylphosphine (91 mg, 0.16 mmol) and Sodium tert-pentoxide (79 mg, 0.72 mmol) were dissolved in toluene (1.5 mL) and heated to 110 °C under argon.  The reaction was monitorred by HPLC. After 16 h 79 % conversion was achieved. The reaction was stopped and the mixture was discarded.  ",CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,79.0,09/28/2009,ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,SMILES,CC1=CC=CC=C1,0.001500000013038516,LITER,SOLVENT,False,False,False,False
23,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CCC(C)(C)[O-].[Na+],0.0007210000185295939,C1COCCN1CC2=CC(=C(C=C2)Br)F,0.0003969999961555004,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,0.00036100001307204366,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00016199999663513154,SMILES,[Pd],0.00010800000018207356,MOLE,CATALYST,110.0,"The aim of the reaction is test/optimization:  5-fluoro-4-(2-methyl-1-(tetrahydro-2H-pyran-4-yl)-1H-imidazol-5-yl)pyrimidin-2-amine (100 mg, 0.36 mmol), 4-(4-bromo-3-fluorobenzyl)morpholine (109 mg, 0.40 mmol), Palladium, 10% On Charcoal (115 mg, 0.11 mmol), 9,9-Dimethyl-4,5-bis(diphenylphosphino)xanthene (94 mg, 0.16 mmol) and Sodium tert-pentoxide (79 mg, 0.72 mmol) were dissolved in toluene (1.5 mL) and heated to 110 °C under argon.  The reaction was monitorred by HPLC. After 16 h 85 % conversion was achieved. The reaction was stopped and the mixture was discarded.  ",CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,85.0,09/28/2009,ord-ea29507936c14849a1aa88403efb7090,SMILES,CC1=CC=CC=C1,0.001500000013038516,LITER,SOLVENT,False,False,False,False
24,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CCC(C)(C)[O-].[Na+],0.0007210000185295939,C1COCCN1CC2=CC(=C(C=C2)Br)F,0.0003969999961555004,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,0.00036100001307204366,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,0.00016199999663513154,SMILES,[Pd],0.00010800000018207356,MOLE,CATALYST,110.0,"The aim of the reaction is test/optimization:  5-fluoro-4-(2-methyl-1-(tetrahydro-2H-pyran-4-yl)-1H-imidazol-5-yl)pyrimidin-2-amine (100 mg, 0.36 mmol), 4-(4-bromo-3-fluorobenzyl)morpholine (109 mg, 0.40 mmol), Palladium, 10% On Charcoal (115 mg, 0.11 mmol), 2-Dicyclohexylphosphino-2',6'-dimethoxy-1,1'-biphenyl (66.6 mg, 0.16 mmol) and Sodium tert-pentoxide (79 mg, 0.72 mmol) were dissolved in toluene (1.5 mL) and heated to 110 °C under argon.  The reaction was monitorred by HPLC. After 16 h 85 % conversion was achieved. The reaction was stopped and the mixture was discarded.  ",CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,85.0,09/28/2009,ord-28a0ca5c779744199b5c278aec8fa826,SMILES,CC1=CC=CC=C1,0.001500000013038516,LITER,SOLVENT,False,False,False,False
25,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.011699999682605267,CC(=O)NC1=NC=CC(=C1)Cl,0.005830000154674053,C1OC2=C(O1)C(=C(C=C2)Cl)N,0.005830000154674053,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.0006990000256337225,SMILES,CC(=O)O.CC(=O)O.[Pd],0.000291000003926456,MOLE,CATALYST,150.0,"Reaction carried out in two batches in 20 ml microwave tubes. 5-chlorobenzo[d][1,3]dioxol-4-amine (1 g, 5.83 mmol), N-(4-chloropyridin-2-yl)acetamide (0.994 g, 5.83 mmol), XANTPHOS (0.405 g, 0.70 mmol), PALLADIUM(II) ACETATE (0.065 g, 0.29 mmol) and CESIUM CARBONATE (3.80 g, 11.66 mmol) were suspended in 2x DMA (12mL) and sealed into a microwave tube. The reaction was heated to 150 °C for 30 minutes in the microwave reactor and cooled to RT. LC/MS showed completion.  The reaction mixture was concentrated and diluted with EtOAc , and washed sequentially with water and saturated brine. The organic layer was dried over MgSO4, filtered and evaporated. The crude oil was triturated with EtOAc, Et2O and hexane to give a solid which was collected by filtration and dried under vacuum to give P1 N-(4-(5-chlorobenzo[d][1,3]dioxol-4-ylamino)pyridin-2-yl)acetamide (680mg, 38%)as a tan solid. NMR of this product showed product plus some DMA and aromatic impurities.  The filtrate from the the above was concentrated and triturated again to give P2 N-(4-(5-chlorobenzo[d][1,3]dioxol-4-ylamino)pyridin-2-yl)acetamide (800mg, 45%) as a pale orange solid. NMR of this product showed it to be much cleaner than P1.    ",CC(=O)NC1=NC=CC(=C1)NC2=C(C=CC3=C2OCO3)Cl,83.05999755859375,05/06/2008,ord-3e57b5a0d75c4f5d9c22ce74626f60c3,SMILES,CC(=O)N(C)C,0.024000000208616257,LITER,SOLVENT,False,False,False,False
26,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.027400000020861626,C1=C(C(=CN=C1Cl)Cl)I,0.018300000578165054,CN1CCC2=C(C1=O)C(=CC=C2)N,0.018300000578165054,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.001829999964684248,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0009130000253207982,MOLE,CATALYST,100.0,"diacetoxypalladium (0.205 g, 0.91 mmol) was added to a stirred suspension of 2,5-dichloro-4-iodopyridine (5 g, 18.26 mmol), 8-amino-2-methyl-3,4-dihydroisoquinolin-1(2H)-one (3.22 g, 18.26 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (1.056 g, 1.83 mmol) and cesium carbonate (8.92 g, 27.38 mmol) dissolved in 1,4-dioxane (100 mL). The resulting suspension was degassed (3 times) with nitrogen and was stirred at 100°C for 16 hours. The reaction mixture was allowed to cool to room temperature, diluted with DCM (100 mL) and filtered. The residue was washed with DCM. The filtrates was combined evaporated to dryness. The crude product was purified by flash chromatography on silica gel eluting with 0 to 10% ethyl acetate in dichloromethane. The solvent was evaporated to dryness to afford 8-(2,5-dichloropyridin-4-ylamino)-2-methyl-3,4-dihydroisoquinolin-1(2H)-one (2.500 g, 42.5 %) as a pale yellow solid.  ",CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl,42.5,10/09/2008,ord-bc24f3de1ac64e7e96966f7efd955e5c,SMILES,C1COCCO1,0.10000000149011612,LITER,SOLVENT,False,False,False,False
27,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.003289999905973673,C1=C(C(=CN=C1Cl)Cl)I,0.0021899999119341373,CN1CCC2=C(C1=O)C(=CC=C2)N,0.0021899999119341373,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00021899999410379678,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00011000000085914508,MOLE,CATALYST,100.0,"diacetoxypalladium (24.59 mg, 0.11 mmol) was added to a stirred suspension of 2,5-dichloro-4-iodopyridine (600 mg, 2.19 mmol), 8-amino-2-methyl-3,4-dihydroisoquinolin-1(2H)-one (386 mg, 2.19 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (127 mg, 0.22 mmol) and cesium carbonate (1071 mg, 3.29 mmol) in 1,4-dioxane (10 mL). The resulting suspension was degassed with nitrogen and was stirred at 100 °C for 18 hours. Reaction was allowed to cool to room temperature, quenched with water and extracted with EtOAc. Combined organic phases were washed with water, brine, dried over MgSO4 and concentrated to dryness. The crude product was purified by flash chromatography on silica gel eluting with 0 to 10% ethyl acetate in dichloromethane. The solvent was evaporated to dryness to afford 8-(2,5-dichloropyridin-4-ylamino)-2-methyl-3,4-dihydroisoquinolin-1(2H)-one (447 mg, 63.3 %) as a pale yellow crystalline solid.  ",CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl,63.33000183105469,06/10/2008,ord-702aadae7425481bab668d630b5a0a21,SMILES,C1COCCO1,0.009999999776482582,LITER,SOLVENT,False,False,False,False
28,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0203000009059906,C1=C(C(=CN=C1Cl)Cl)I,0.01360000018030405,CN1CCC2=C(C1=O)C(=CC=C2)N,0.01360000018030405,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.0013599999947473407,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0006779999821446836,MOLE,CATALYST,100.0,"diacetoxypalladium (0.152 g, 0.68 mmol) was added to a stirred suspension of 2,5-dichloro-4-iodopyridine (3.71 g, 13.56 mmol), 8-amino-2-methyl-3,4-dihydroisoquinolin-1(2H)-one (2.39 g, 13.56 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (0.785 g, 1.36 mmol) and cesium carbonate (6.63 g, 20.34 mmol) in 1,4-dioxane (70 mL). The resulting suspension was degassed with nitrogen and was stirred at 100 °C for 18 hours. Reaction was allowed to cool to room temperature, quenched with water (100 mL) and extracted with EtOAc*. Combined organic phases were washed with water, brine, dried over MgSO4 and concentrated to dryness. The crude product was purified by flash chromatography* on silica gel eluting with 0 to 10% ethyl acetate in dichloromethane. The solvent was evaporated to dryness to afford 8-(2,5-dichloropyridin-4-ylamino)-2-methyl-3,4-dihydroisoquinolin-1(2H)-one (2.160 g, 49.4 %) as a yellow crystalline solid.  ",CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl,49.43000030517578,06/30/2008,ord-b62d19842af048f4873fe9a01ff50f3b,SMILES,C1COCCO1,0.07000000029802322,LITER,SOLVENT,False,False,False,False
29,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.07660000026226044,C1=C(C(=CN=C1Cl)Cl)I,0.051100000739097595,CN1CCC2=C(C1=O)C(=CC=C2)N,0.051100000739097595,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.005109999794512987,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0025500000920146704,MOLE,CATALYST,100.0,"diacetoxypalladium (0.573 g, 2.55 mmol) was added to a stirred suspension of 2,5-dichloro-4-iodopyridine (13.99 g, 51.07 mmol), 8-amino-2-methyl-3,4-dihydroisoquinolin-1(2H)-one (9 g, 51.07 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (2.96 g, 5.11 mmol) and cesium carbonate (24.96 g, 76.61 mmol) dissolved in 1,4-dioxane (300 mL). The resulting suspension was degassed (3 times) with nitrogen and was stirred at 100°C for 16 hours. The reaction mixture was allowed to cool to room temperature, diluted with DCM (100 mL) and filtered. The residue was washed with DCM. The filtrates was combined and evaporated to dryness. The crude product was purified by flash chromatography on silica gel eluting with 0 to 10% ethyl acetate in dichloromethane. The solvent was evaporated to dryness to afford 8-(2,5-dichloropyridin-4-ylamino)-2-methyl-3,4-dihydroisoquinolin-1(2H)-one (9.80 g, 59.6 %) as a clear white solid.  ",CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl,59.54999923706055,09/16/2008,ord-d1c742201cbe4cf0aa1fbc6e2537aa34,SMILES,C1COCCO1,0.30000001192092896,LITER,SOLVENT,False,False,False,False
